Course_Original,Course_Number,Section,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 25,Seats Available after Phase 25,Phase 25 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price
35824-88,35824,88,Distressed Debt Investing,Summer,2023,"EMBA Electives Week 2, 2:00 pm - 5:00 pm","Sufi, Amir",25.0,40,0.0,29.0,36,0.0,,,,,,,,,,40.0,25,0.0
35881-88,35881,88,Financial Instruments for Financial Risk Management,Summer,2023,"EMBA Electives Week 2, 9:00 am - 12:00 pm","Veronesi, Pietro",10.0,55,0.0,12.0,53,0.0,,,,,,,,,,16.0,49,
36110-81,36110,81,Application Development,Summer,2023,"Wednesday, 6:00 pm - 9:00 pm","Betina, Raghu",25.0,5,0.0,30.0,CLO,532.0,,,,30.0,CLO,,30.0,CLO,,30.0,CLO,8000.0
37000-81,37000,81,Marketing Strategy,Summer,2023,"Thursday, 6:00 pm - 9:00 pm","Dhar, Sanjay",53.0,12,0.0,51.0,14,0.0,,,,61.0,4,0.0,61.0,4,0.0,65.0,CLO,3001.0
37000-85,37000,85,Marketing Strategy,Summer,2023,"Saturday, 9:00 am - 12:00 pm","Dhar, Sanjay",50.0,15,0.0,47.0,18,0.0,,,,51.0,14,0.0,51.0,14,0.0,49.0,16,0.0
37802-87,37802,87,Pricing Strategies,Summer,2023,"EMBA Electives Week 2, 2:00 pm - 5:00 pm","Dubé, Jean-Pierre",40.0,25,3000.0,41.0,24,0.0,,,,,,,,,,53.0,12,0.0
37882-88,37882,88,Marketing Strategy Simulation,Summer,2023,"EMBA Electives Week 2, 9:00 am - 12:00 pm","Chintagunta, Pradeep",49.0,16,0.0,56.0,9,2589.0,,,,,,,,,,63.0,2,
38001-81,38001,81,Managing in Organizations,Summer,2023,"Wednesday, 6:00 pm - 9:00 pm","McGill, Ann",37.0,28,0.0,65.0,CLO,1.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,4766.0
38001-85,38001,85,Managing in Organizations,Summer,2023,"Saturday, 9:00 am - 12:00 pm","McGill, Ann",65.0,CLO,2225.0,59.0,6,0.0,,,,61.0,4,0.0,60.0,5,,65.0,CLO,1000.0
38002-81,38002,81,Managerial Decision Making,Summer,2023,"Thursday, 6:00 pm - 9:00 pm","Hastie, Reid",40.0,25,0.0,47.0,18,0.0,,,,47.0,18,,47.0,18,,49.0,16,0.0
38002-85,38002,85,Managerial Decision Making,Summer,2023,"Saturday, 1:30 pm - 4:30 pm","Hastie, Reid",44.0,21,0.0,42.0,23,0.0,,,,44.0,21,0.0,44.0,21,,45.0,20,0.0
38101-81,38101,81,Persuasion: Effective Business Communication,Summer,2023,,"Weitzman, Hal",36.0,CLO,1.0,36.0,CLO,5000.0,,,,36.0,CLO,,36.0,CLO,,36.0,CLO,2500.0
38103-81,38103,81,Strategies and Processes of Negotiation,Summer,2023,"Monday, 6:00 pm - 9:00 pm","Pope, Devin",55.0,CLO,500.0,55.0,CLO,2500.0,,,,55.0,CLO,,55.0,CLO,,55.0,CLO,7777.0
38103-82,38103,82,Strategies and Processes of Negotiation,Summer,2023,"Thursday,Tuesday, 6:00 pm - 9:00 pm","Fishbach, Ayelet",21.0,34,0.0,27.0,28,0.0,,,,30.0,25,0.0,30.0,25,,26.0,29,0.0
38116-81,38116,81,Leading and Managing Teams,Summer,2023,"Wednesday, 6:00 pm - 9:00 pm","Zinchenko, Elena",28.0,37,0.0,26.0,39,0.0,,,,28.0,37,0.0,28.0,37,0.0,25.0,40,0.0
38870-88,38870,88,Designing a Good Life,Summer,2023,"EMBA Electives Week 2, 2:00 pm - 5:00 pm","Epley, Nicholas",43.0,22,2000.0,39.0,26,5000.0,,,,,,,,,,56.0,9,3214.0
38875-88,38875,88,Diversity in Organizations,Summer,2023,"EMBA Electives Week 1, 2:00 pm - 5:00 pm","Risen, Jane",8.0,57,0.0,8.0,57,0.0,,,,,,,,,,15.0,50,0.0
38886-88,38886,88,Power and Influence in Organizations ,Summer,2023,"EMBA Electives Week 1, 9:00 am - 12:00 pm","Menon, Tanya",35.0,30,490.0,37.0,28,0.0,,,,,,,,,,59.0,6,0.0
40000-81,40000,81,Operations Management: Business Process Fundamentals,Summer,2023,"Friday, 6:00 pm - 9:00 pm","Chayet, Sergio",70.0,CLO,1448.0,70.0,CLO,1251.0,,,,70.0,CLO,,70.0,CLO,,70.0,CLO,2101.0
40000-85,40000,85,Operations Management: Business Process Fundamentals,Summer,2023,"Saturday, 1:30 pm - 4:30 pm","Chayet, Sergio",67.0,3,0.0,70.0,CLO,5000.0,,,,70.0,CLO,,70.0,CLO,,70.0,CLO,0.0
40111-85,40111,85,Project Management,Summer,2023,"Saturday, 9:00 am - 12:00 pm","Chayet, Sergio",40.0,CLO,6321.0,40.0,CLO,10000.0,,,,40.0,CLO,,40.0,CLO,,40.0,CLO,9500.0
40811-88,40811,88,Driving Profitable Growth in Services,Summer,2023,"EMBA Electives Week 2, 9:00 am - 12:00 pm","DeHoratius, Nicole",18.0,47,173.0,15.0,50,0.0,,,,,,,,,,36.0,29,0.0
41000-81,41000,81,Business Statistics,Summer,2023,"Friday, 6:00 pm - 9:00 pm","McCulloch, Robert",32.0,33,0.0,28.0,37,0.0,,,,38.0,27,0.0,37.0,28,0.0,38.0,27,0.0
41000-85,41000,85,Business Statistics,Summer,2023,"Saturday, 9:00 am - 12:00 pm","McCulloch, Robert",23.0,42,0.0,27.0,38,0.0,,,,32.0,33,0.0,31.0,34,,31.0,34,0.0
41305-81,41305,81,Statistical Insight into Entrepreneurial Quantitative Consulting with Wide Business Applications,Summer,2023,"Wednesday, 6:00 pm - 9:00 pm","Gilula, Zvi",19.0,21,0.0,18.0,22,,,,,19.0,21,0.0,19.0,21,,14.0,26,
41814-88,41814,88,Artificial Intelligence and Blockchain,Summer,2023,"EMBA Electives Week 1, 2:00 pm - 5:00 pm","Xiu, Dacheng",43.0,22,700.0,44.0,21,2001.0,,,,,,,,,,62.0,3,2000.0
42001-81,42001,81,Competitive Strategy,Summer,2023,"Tuesday, 6:00 pm - 9:00 pm","Fitzgerald, Kathleen",55.0,10,0.0,65.0,CLO,9239.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,10000.0
42819-88,42819,88,Corporate Governance,Summer,2023,"EMBA Electives Week 1, 9:00 am - 12:00 pm","Gibbs, Michael",36.0,29,147.0,32.0,33,3989.0,,,,,,,,,,44.0,21,
30000-01,30000,01,Financial Accounting,Spring,2023,"Tuesday, 1:30 pm - 4:30 pm","Tomy, Rimmy",18.0,17,0.0,21.0,14,0.0,,,,,,,,,,16.0,19,
30000-81,30000,81,Financial Accounting,Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Tomy, Rimmy",10.0,55,0.0,9.0,56,,,,,25.0,40,0.0,26.0,39,0.0,29.0,36,0.0
30000-85,30000,85,Financial Accounting,Spring,2023,"Saturday, 1:30 pm - 4:30 pm","Tomy, Rimmy",16.0,49,0.0,16.0,49,0.0,,,,33.0,32,0.0,32.0,33,0.0,36.0,29,0.0
30001-01,30001,01,Cost Analysis and Internal Controls,Spring,2023,"Friday, 08:30 am - 11:30 am","Stewart, Christopher",20.0,45,0.0,32.0,33,0.0,,,,,,,,,,35.0,30,0.0
30001-85,30001,85,Cost Analysis and Internal Controls,Spring,2023,"Saturday, 1:30 pm - 4:30 pm","Stewart, Christopher",26.0,39,0.0,26.0,39,0.0,,,,27.0,38,0.0,27.0,38,,32.0,33,0.0
30118-01,30118,01,Taxes and Business Strategy,Spring,2023,"Tuesday, 08:30 am - 11:30 am","Weiss, Ira",65.0,CLO,1389.0,65.0,CLO,16575.0,,,,,,,,,,65.0,CLO,2615.0
30118-02,30118,02,Taxes and Business Strategy,Spring,2023,"Tuesday, 01:30 pm - 04:30 pm","Weiss, Ira",65.0,CLO,1.0,65.0,CLO,9019.0,,,,,,,,,,65.0,CLO,16298.0
30118-85,30118,85,Taxes and Business Strategy,Spring,2023,"Saturday, 9:00 am - 12:00 pm","Weiss, Ira",22.0,43,0.0,24.0,41,0.0,,,,24.0,41,,24.0,41,,38.0,27,0.0
30120-01,30120,01,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2023,"Friday, 01:30 pm - 04:30 pm","Maffett, Mark",39.0,26,0.0,39.0,26,0.0,,,,39.0,26,,39.0,26,,39.0,26,0.0
30120-85,30120,85,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2023,"Saturday, 1:30 pm - 4:30 pm","Maffett, Mark",22.0,43,0.0,22.0,43,0.0,,,,23.0,42,0.0,23.0,42,,18.0,47,0.0
30121-01,30121,01,Accounting for Entrepreneurship: From Start-Up through IPO,Spring,2023,"Tuesday, 01:30 pm - 04:30 pm","Berger, Philip",65.0,CLO,101.0,65.0,CLO,1867.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,11799.0
30121-02,30121,02,Accounting for Entrepreneurship: From Start-Up through IPO,Spring,2023,"Wednesday, 01:30 pm - 04:30 pm","Berger, Philip",56.0,9,0.0,65.0,CLO,1098.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,5000.0
30121-81,30121,81,Accounting for Entrepreneurship: From Start-Up through IPO,Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Berger, Philip",38.0,27,0.0,37.0,28,0.0,,,,37.0,28,,37.0,28,,42.0,23,0.0
30130-01,30130,01,Financial Statement Analysis,Spring,2023,"Friday, 08:30 am - 11:30 am","Hand, John",65.0,CLO,1000.0,65.0,CLO,4012.0,,,,,,,,,,65.0,CLO,7359.0
30130-81,30130,81,Financial Statement Analysis,Spring,2023,"Friday, 6:00 pm - 9:00 pm","Hand, John",65.0,CLO,50.0,65.0,CLO,51.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,3000.0
30132-81,30132,81,"Navigating the ESG Landscape: Information, Sustainability Reporting, and Analysis",Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Leuz, Christian",54.0,11,0.0,65.0,CLO,2.0,,,,65.0,CLO,,65.0,CLO,,63.0,2,0.0
30600-60,30600,60,Workshop in Accounting Research,Spring,2023,"Thursday, 01:20 pm - 02:50 pm","Rauter, Thomas; Stewart, Christopher",7.0,58,0.0,8.0,57,0.0,,,,,,,,,,8.0,57,
30901-50,30901,50,Economic Modeling of Accounting Issues,Spring,2023,"Tuesday, 8:30 am - 11:30 am","Sapra, Haresh",6.0,16,0.0,6.0,16,,,,,,,,,,,6.0,16,
30932-50,30932,50,Research Seminar in Accounting,Spring,2023,"Thursday, 09:30 am - 11:30 am","McClure, Charles; Samuels, Delphine; Stewart, Christopher",2.0,18,0.0,3.0,17,0.0,,,,,,,,,,3.0,17,
31402-81,31402,81,Leadership Practicum,Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Paris, Celia",40.0,CLO,2983.0,40.0,CLO,13380.0,,,,40.0,CLO,,40.0,CLO,,40.0,CLO,
31403-01,31403,01,Leadership Studio,Spring,2023,"Wednesday, 01:30 pm - 04:30 pm","Davis, Harry; Tennant, Nancy",30.0,CLO,4331.0,30.0,CLO,7967.0,,,,,,,,,,30.0,CLO,14796.0
31403-81,31403,81,Leadership Studio,Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Davis, Harry; Tennant, Nancy",20.0,12,0.0,17.0,15,,,,,17.0,15,,17.0,15,,32.0,CLO,437.0
31425-01,31425,01,Real Estate and Equity: Leveling the Playing Field,Spring,2023,"Monday, 8:30 am - 11:30 am","Valery, Ernst",16.0,49,0.0,11.0,54,0.0,,,,11.0,54,,11.0,54,,9.0,56,
32100-01,32100,01,Data Analysis with R and Python,Spring,2023,"Thursday, 08:30 am - 11:30 am","Lu, Haihao",34.0,1,0.0,35.0,CLO,2644.0,,,,35.0,CLO,,35.0,CLO,,34.0,1,0.0
32100-02,32100,02,Data Analysis with R and Python,Spring,2023,"Thursday, 01:30 pm - 04:30 pm","Lu, Haihao",20.0,15,0.0,27.0,8,0.0,,,,27.0,8,,27.0,8,,28.0,7,0.0
33001-81,33001,81,Microeconomics,Spring,2023,"Wednesday, 6:00 pm - 9:00 pm","Rappoport, Daniel",11.0,54,0.0,10.0,55,0.0,,,,17.0,48,0.0,16.0,49,,22.0,43,0.0
33001-85,33001,85,Microeconomics,Spring,2023,"Saturday, 1:30 pm - 4:30 pm","Rappoport, Daniel",5.0,60,0.0,5.0,60,0.0,,,,11.0,54,0.0,9.0,56,0.0,10.0,55,0.0
33032-01,33032,01,Managing the Workplace,Spring,2023,"Friday, 08:30 am - 11:30 am","Prendergast, Canice",47.0,18,0.0,52.0,13,0.0,,,,,,,,,,47.0,18,0.0
33032-81,33032,81,Managing the Workplace,Spring,2023,"Thursday, 6:00 pm - 9:00 pm","Prendergast, Canice",38.0,27,0.0,39.0,26,0.0,,,,40.0,25,0.0,39.0,26,,58.0,7,0.0
33032-85,33032,85,Managing the Workplace,Spring,2023,"Saturday, 9:00 am - 12:00 pm","Prendergast, Canice",36.0,29,0.0,36.0,29,0.0,,,,39.0,26,0.0,38.0,27,0.0,36.0,29,0.0
33050-01,33050,01,Macroeconomics and the Business Environment,Spring,2023,"Monday, 1:30 pm - 4:30 pm","Rubbo, Elisa",35.0,30,0.0,40.0,25,0.0,,,,40.0,25,,40.0,25,,39.0,26,0.0
33050-02,33050,02,Macroeconomics and the Business Environment,Spring,2023,"Tuesday, 1:30 pm - 4:30 pm","Rubbo, Elisa",59.0,6,0.0,65.0,CLO,452.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,555.0
33305-01,33305,01,The Firm and the Non-Market Environment,Spring,2023,"Thursday, 01:30 pm - 04:30 pm","Bertrand, Marianne",70.0,CLO,16000.0,70.0,CLO,,,,,,,,,,,70.0,CLO,24814.0
33305-81,33305,81,The Firm and the Non-Market Environment,Spring,2023,"Thursday, 6:00 pm - 9:00 pm","Bertrand, Marianne",70.0,CLO,250.0,69.0,1,0.0,,,,69.0,1,,69.0,1,,70.0,CLO,13109.0
33305-85,33305,85,The Firm and the Non-Market Environment,Spring,2023,"Saturday, 9:00 am - 12:00 pm","Bertrand, Marianne",56.0,14,0.0,50.0,20,0.0,,,,50.0,20,,50.0,20,,70.0,CLO,644.0
33401-01,33401,01,Money and Banking,Spring,2023,"Tuesday, 01:30 pm - 04:30 pm","Kroszner, Randall",70.0,CLO,6222.0,70.0,CLO,17639.0,,,,70.0,CLO,,70.0,CLO,,70.0,CLO,
33401-02,33401,02,Money and Banking,Spring,2023,"Wednesday, 01:30 pm - 04:30 pm","Kroszner, Randall",70.0,CLO,5763.0,70.0,CLO,19935.0,,,,70.0,CLO,,70.0,CLO,,70.0,CLO,
33401-81,33401,81,Money and Banking,Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Kroszner, Randall",58.0,12,0.0,55.0,15,0.0,,,,55.0,15,,55.0,15,,70.0,CLO,6309.0
33451-81,33451,81,Real Estate Investments II,Spring,2023,"Thursday, 6:00 pm - 9:00 pm","Pagliari, Joseph",17.0,48,0.0,19.0,46,0.0,,,,19.0,46,,19.0,46,,19.0,46,
33501-85,33501,85,International Commercial Policy,Spring,2023,"Saturday, 1:30 pm - 4:30 pm","Adao, Rodrigo",20.0,45,0.0,21.0,44,0.0,,,,22.0,43,0.0,22.0,43,,21.0,44,0.0
33502-01,33502,01,International Financial Policy,Spring,2023,"Thursday, 1:30 pm - 4:30 pm","Kekre, Rohan",62.0,3,0.0,65.0,CLO,2700.0,,,,65.0,CLO,,65.0,CLO,,64.0,1,
33502-85,33502,85,International Financial Policy,Spring,2023,"Saturday, 1:30 pm - 4:30 pm","Kekre, Rohan",22.0,43,0.0,23.0,42,0.0,,,,23.0,42,,23.0,42,,25.0,40,0.0
33610-60,33610,60,Applied Economics Workshop,Spring,2023,"Wednesday, 01:20 pm - 02:50 pm","Rappoport, Daniel; Syverson, Chad",4.0,28,0.0,4.0,28,,,,,,,,,,,6.0,26,0.0
33630-60,33630,60,Workshop: Money and Banking,Spring,2023,"Wednesday, 03:30 pm - 05:00 pm","Huber, Kilian; Lorenzoni, Guido; Rubbo, Elisa",0.0,65,,0.0,65,,,,,,,,,,,1.0,64,0.0
33650-60,33650,60,Workshop in Macro and International Economics,Spring,2023,"Monday, 11:45 am - 01:15 pm","Huber, Kilian",0.0,65,,0.0,65,,,,,,,,,,,1.0,64,0.0
33905-50,33905,50,Microeconomics Reading and Research Seminar,Spring,2023,"Monday, 03:30 pm - 05:00 pm","Budish, Eric; Notowidigdo, Matthew",0.0,20,,0.0,20,,,,,,,,,,,3.0,17,0.0
33915-50,33915,50,Market Design,Spring,2023,"Wednesday, 9:00 am - 12:00 pm","Budish, Eric; Leshno, Jacob",7.0,33,0.0,8.0,32,0.0,,,,,,,,,,10.0,30,0.0
33918-50,33918,50,Topics in Labor Economics,Spring,2023,"Monday, 09:00 am - 12:00 pm","Campos, Christopher; Mountjoy, Jack; Notowidigdo, Matthew",2.0,38,0.0,2.0,38,,,,,,,,,,,3.0,37,0.0
34101-01,34101,01,Entrepreneurial Finance and Private Equity,Spring,2023,"Monday, 01:30 pm - 04:30 pm","Zwick, Eric",43.0,22,0.0,46.0,19,0.0,,,,,,,,,,40.0,25,0.0
34101-81,34101,81,Entrepreneurial Finance and Private Equity,Spring,2023,"Monday, 6:00 pm - 9:00 pm","Zwick, Eric",16.0,49,0.0,18.0,47,0.0,,,,18.0,47,,18.0,47,,23.0,42,0.0
34101-81,34101,81,Entrepreneurial Finance and Private Equity,Summer,2023,"Wednesday, 6:00 pm - 9:00 pm","Meadow, Scott",,,,0.0,65,,,,,,,,,,,,,
34102-02,34102,02,New Venture Strategy,Spring,2023,"Wednesday, 01:30 pm - 04:30 pm","Bunch, Gregory",62.0,3,0.0,65.0,CLO,2826.0,,,,,,,,,,65.0,CLO,2103.0
34102-81,34102,81,New Venture Strategy,Spring,2023,"Thursday, 6:00 pm - 9:00 pm","Schrager, James",28.0,37,0.0,51.0,14,0.0,,,,51.0,14,,54.0,11,,58.0,7,0.0
34106-01,34106,01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Spring,2023,"Friday, 08:30 am - 11:30 am","Meadow, Scott",55.0,CLO,3.0,55.0,CLO,3655.0,,,,,,,,,,55.0,CLO,200.0
34106-85,34106,85,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Spring,2023,"Saturday, 9:00 am - 12:00 pm","Meadow, Scott",55.0,CLO,500.0,50.0,5,0.0,,,,52.0,3,0.0,51.0,4,,55.0,CLO,8000.0
34111-01,34111,01,Entrepreneurial Selling,Spring,2023,"Tuesday, 1:30 pm - 4:30 pm","Alter, Michael",22.0,43,0.0,29.0,36,0.0,,,,,,,,,,32.0,33,0.0
34111-81,34111,81,Entrepreneurial Selling,Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Alter, Michael",39.0,26,0.0,35.0,30,0.0,,,,38.0,27,0.0,36.0,29,,36.0,29,0.0
34120-81,34120,81,Evaluating and Scaling Social Innovation,Spring,2023,"Wednesday, 6:00 pm - 9:00 pm","Hachikian, Christina",22.0,43,0.0,20.0,45,0.0,,,,20.0,45,,20.0,45,,19.0,46,0.0
34205-01,34205,01,Life Sciences: Innovation and Finance,Spring,2023,"Tuesday, 03:00 pm - 06:00 pm","Fairbank, Joshua",65.0,CLO,100.0,65.0,CLO,10370.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,2.0
34219-01,34219,01,Institutional Private Capital Investing,Spring,2023,"Tuesday, 01:30 pm - 04:30 pm","Hepp, Stefan",65.0,CLO,1.0,65.0,CLO,3359.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,3510.0
34219-81,34219,81,Institutional Private Capital Investing,Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Hepp, Stefan",36.0,29,0.0,37.0,28,0.0,,,,39.0,26,0.0,40.0,25,0.0,48.0,17,0.0
35000-01,35000,01,Investments,Spring,2023,"Wednesday, 08:30 am - 11:30 am","Weber, Michael",65.0,CLO,1021.0,65.0,CLO,4603.0,,,,,,,,,,65.0,CLO,7501.0
35000-02,35000,02,Investments,Spring,2023,"Wednesday, 01:30 pm - 04:30 pm","Weber, Michael",65.0,CLO,1.0,65.0,CLO,4861.0,,,,,,,,,,65.0,CLO,7401.0
35000-81,35000,81,Investments,Spring,2023,"Wednesday, 6:00 pm - 9:00 pm","Weber, Michael",36.0,29,0.0,65.0,CLO,2003.0,,,,65.0,CLO,,65.0,CLO,,65.0,CLO,22427.0
35101-81,35101,81,"Futures, Forwards, Options & Swaps: Theory and Practice",Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Belton, Terrence",18.0,47,0.0,16.0,49,0.0,,,,16.0,49,,16.0,49,,16.0,49,0.0
35120-01,35120,01,Portfolio Management,Spring,2023,"Wednesday, 08:30 am - 11:30 am","Pastor, Lubos",59.0,6,0.0,65.0,CLO,3000.0,,,,65.0,CLO,,65.0,CLO,,63.0,2,0.0
35120-02,35120,02,Portfolio Management,Spring,2023,"Wednesday, 01:30 pm - 04:30 pm","Pastor, Lubos",44.0,21,0.0,49.0,16,0.0,,,,49.0,16,,49.0,16,,51.0,14,0.0
35120-81,35120,81,Portfolio Management,Spring,2023,"Wednesday, 6:00 pm - 9:00 pm","Pastor, Lubos",56.0,9,0.0,56.0,9,0.0,,,,57.0,8,0.0,57.0,8,,62.0,3,0.0
35123-01,35123,01,The FinTech Revolution,Spring,2023,"Friday, 08:30 am - 11:30 am","Zingales, Luigi",28.0,37,0.0,26.0,39,0.0,,,,26.0,39,,26.0,39,,23.0,42,0.0
35123-85,35123,85,The FinTech Revolution,Spring,2023,"Saturday, 9:00 am - 12:00 pm","Zingales, Luigi",16.0,49,0.0,15.0,50,,,,,15.0,50,,15.0,50,,15.0,50,0.0
35130-81,35130,81,Fixed Income Asset Pricing,Spring,2023,"Monday, 6:00 pm - 9:00 pm","Heaton, John",19.0,46,0.0,17.0,48,0.0,,,,17.0,48,,17.0,48,,17.0,48,0.0
35200-01,35200,01,Corporation Finance,Spring,2023,"Friday, 08:30 am - 11:30 am","Noel, Pascal",49.0,16,0.0,55.0,10,0.0,,,,,,,,,,57.0,8,0.0
35200-02,35200,02,Corporation Finance,Spring,2023,"Friday, 01:30 pm - 04:30 pm","Noel, Pascal",65.0,CLO,621.0,64.0,1,0.0,,,,,,,,,,65.0,CLO,1000.0
35200-85,35200,85,Corporation Finance,Spring,2023,"Saturday, 1:30 pm - 4:30 pm","Noel, Pascal",37.0,28,0.0,32.0,33,0.0,,,,32.0,33,,32.0,33,,39.0,26,0.0
35201-81,35201,81,Cases in Financial Management,Spring,2023,"Wednesday, 6:00 pm - 9:00 pm","Mitchell, Mark",26.0,39,0.0,27.0,38,0.0,,,,28.0,37,0.0,27.0,38,,55.0,10,0.0
35202-01,35202,01,Financial Markets and Institutions,Spring,2023,"Monday, 01:30 pm - 04:30 pm","Diamond, Douglas",58.0,7,0.0,65.0,CLO,2502.0,,,,65.0,CLO,,65.0,CLO,,61.0,4,0.0
35202-81,35202,81,Financial Markets and Institutions,Spring,2023,"Tuesday, 6:00 pm - 9:00 pm","Diamond, Douglas",39.0,26,0.0,34.0,31,0.0,,,,34.0,31,,34.0,31,,41.0,24,0.0
35207-01,35207,01,Consumer Finance,Spring,2023,"Monday, 08:30 am - 11:30 am","Nelson, Scott",18.0,47,0.0,21.0,44,0.0,,,,21.0,44,,21.0,44,,21.0,44,0.0
35207-02,35207,02,Consumer Finance,Spring,2023,"Monday, 01:30 pm - 04:30 pm","Nelson, Scott",37.0,28,0.0,35.0,30,0.0,,,,35.0,30,,35.0,30,,33.0,32,0.0
35207-81,35207,81,Consumer Finance,Spring,2023,"Wednesday, 6:00 pm - 9:00 pm","Nelson, Scott",29.0,36,0.0,27.0,38,0.0,,,,27.0,38,,27.0,38,,30.0,35,0.0
35600-60,35600,60,Seminar: Finance,Spring,2023,"Tuesday, 01:20 pm - 02:50 pm","Bastianello, Francesca; Noel, Pascal",9.0,56,0.0,10.0,55,0.0,,,,,,,,,,12.0,53,0.0
35601-60,35601,60,Applied Theory Workshop,Spring,2023,"Tuesday, 03:30 pm - 05:00 pm","Staff, Staff",0.0,65,,0.0,65,,,,,,,,,,,1.0,64,0.0
35901-50,35901,50,Portfolio Choice and Asset Pricing ,Spring,2023,"Monday, 08:30 am - 11:30 am","Nagel, Stefan",6.0,16,0.0,7.0,15,0.0,,,,,,,,,,9.0,13,0.0
35932-50,35932,50,Research Seminar,Spring,2023,"Wednesday, 8:45 am - 11:45 am","He, Zhiguo; Koijen, Ralph; Zwick, Eric",4.0,16,0.0,4.0,16,,,,,,,,,,,5.0,15,0.0
36106-01,36106,01,Managerial Decision Modeling,Spring,2023,"Monday, 8:30 am - 11:30 am","Afèche, Philipp",15.0,30,0.0,27.0,18,0.0,,,,,,,,,,33.0,12,0.0
36106-02,36106,02,Managerial Decision Modeling,Spring,2023,"Monday, 1:30 pm - 4:30 pm","Afèche, Philipp",37.0,8,0.0,45.0,CLO,2071.0,,,,,,,,,,45.0,CLO,3000.0
36109-01,36109,01,Advanced Decision Models with Python,Spring,2023,"Thursday, 08:30 am - 11:30 am","Eisenstein, Donald",30.0,CLO,4099.0,30.0,CLO,7900.0,,,,,,,,,,30.0,CLO,
36109-81,36109,81,Advanced Decision Models with Python,Spring,2023,"Thursday, 6:00 pm - 9:00 pm","Eisenstein, Donald",20.0,10,0.0,20.0,10,,,,,21.0,9,0.0,21.0,9,,30.0,CLO,509.0
36109-85,36109,85,Advanced Decision Models with Python,Spring,2023,"Saturday, 1:30 pm - 4:30 pm","Eisenstein, Donald",7.0,23,0.0,7.0,23,0.0,,,,7.0,23,,7.0,23,,15.0,15,0.0
36110-01,36110,01,Application Development,Spring,2023,"Tuesday, 08:30 am - 11:30 am","Betina, Raghu",30.0,CLO,2134.0,29.0,1,0.0,,,,,,,,,,29.0,1,0.0
36110-02,36110,02,Application Development,Spring,2023,"Thursday, 08:30 am - 11:30 am","Betina, Raghu",19.0,11,0.0,29.0,1,0.0,,,,,,,,,,27.0,3,0.0
36600-60,36600,60,Workshop in Operations/Management Science,Spring,2023,"Tuesday, 12:10 pm - 1:20 pm","DeValve, Levi; Xin, Linwei",5.0,30,0.0,6.0,29,0.0,,,,,,,,,,7.0,28,0.0
36902-50,36902,50,Dynamic Programming/Markov Decision Processes,Spring,2023,"Monday, 08:30 am - 11:30 am","Caldentey, Rene",7.0,13,0.0,7.0,13,,,,,,,,,,,7.0,13,
36919-50,36919,50,Modern Large-Scale Optimization: Theory & Computation,Spring,2023,"Tuesday, 8:30 am - 11:30 am","Lu, Haihao",7.0,15,0.0,9.0,13,0.0,,,,,,,,,,8.0,14,
37000-01,37000,01,Marketing Strategy,Spring,2023,"Thursday, 08:30 am - 11:30 am","Smith, Stephanie",32.0,33,0.0,37.0,28,0.0,,,,,,,,,,33.0,32,0.0
37000-02,37000,02,Marketing Strategy,Spring,2023,"Thursday, 01:30 pm - 04:30 pm","Smith, Stephanie",29.0,36,0.0,30.0,35,0.0,,,,,,,,,,30.0,35,0.0
37000-81,37000,81,Marketing Strategy,Spring,2023,"Friday, 6:00 pm - 9:00 pm","Krohn, Christopher",52.0,13,0.0,50.0,15,0.0,,,,65.0,CLO,10.0,62.0,3,,57.0,8,0.0
